;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
398;tripadvisor;2014-06;corse;patrimoine;patrimoine culturel;;fr;331.5;72;;;;0
399;tripadvisor;2014-07;corse;patrimoine;patrimoine culturel;;fr;484.5;107;;;;0
400;tripadvisor;2014-08;corse;patrimoine;patrimoine culturel;;fr;773.0;173;;;;0
401;tripadvisor;2014-09;corse;patrimoine;patrimoine culturel;;fr;777.0;173;;;;0
402;tripadvisor;2014-10;corse;patrimoine;patrimoine culturel;;fr;336.0;74;;;;0
403;tripadvisor;2014-11;corse;patrimoine;patrimoine culturel;;fr;136.0;30;;;;0
404;tripadvisor;2014-12;corse;patrimoine;patrimoine culturel;;fr;97.5;22;;;;0
405;tripadvisor;2015-01;corse;patrimoine;patrimoine culturel;;fr;86.0;19;;;;0
406;tripadvisor;2015-02;corse;patrimoine;patrimoine culturel;;fr;148.0;33;;;;0
407;tripadvisor;2015-03;corse;patrimoine;patrimoine culturel;;fr;104.0;23;;;;0
408;tripadvisor;2015-04;corse;patrimoine;patrimoine culturel;;fr;354.5;79;;;;0
409;tripadvisor;2015-05;corse;patrimoine;patrimoine culturel;;fr;804.5;178;;;;0
410;tripadvisor;2015-06;corse;patrimoine;patrimoine culturel;;fr;1065.0;235;;;;0
411;tripadvisor;2015-07;corse;patrimoine;patrimoine culturel;;fr;1903.5;419;;;;0
412;tripadvisor;2015-08;corse;patrimoine;patrimoine culturel;;fr;2648.0;583;;;;0
413;tripadvisor;2015-09;corse;patrimoine;patrimoine culturel;;fr;2156.0;477;;;;0
414;tripadvisor;2015-10;corse;patrimoine;patrimoine culturel;;fr;1203.5;266;;;;0
415;tripadvisor;2015-11;corse;patrimoine;patrimoine culturel;;fr;357.0;79;;;;0
